GENDER,LGB_3,CA_REGION,AGE_6,RACE_5,pv_ever,pv_12mo,sv_ever,sv_12mo,ipv_ever,ipv_year,data_year,INCOME_QUINTILE,EDUC5,EMPLOY_2,DISABILITY,sv_perp_ever,sv_perp_12mo,pv_perp_ever,pv_perp_12mo,WEIGHT,pastyearpv1,pastyearpv2,pastyearpv3,pastyearsv1,pastyearsv2,pastyearsv3,pastyearsv4,pastyearsv5,pastyearsv6,pastyearperpsv1,pastyearperpsv2,pastyearperpsv3,pastyearperpsv4,pastyearperpsv5,pastyearperpsv6,pastyearperppv1,pastyearperppv2,pastyearperppv3
2,2,5,5,1,1,0,1,0,0,0,2025,5,5,1,0,0,0,0,0,0.73151626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,4,1,1,0,1,0,1,0,2025,3,4,2,1,0,0,0,0,0.724657942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,5,1,1,0,1,0,1,0,2025,3,5,1,0,0,0,0,0,0.674902989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,3,5,1,1,0,1,0,0,0,2025,4,4,2,0,0,0,0,0,0.803120653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,4,3,0,0,1,0,1,0,2025,5,5,2,0,0,0,0,0,2.01832312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,3,5,1,0,0,0,0,1,0,2025,5,4,1,0,0,0,0,0,0.234511468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,4,1,1,0,0,0,1,1,2025,4,4,1,0,0,0,0,0,1.287244108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,5,1,1,0,1,0,0,0,2025,4,4,1,0,0,0,0,0,0.335978318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,3,5,0,0,1,0,1,0,2025,5,4,2,0,0,0,0,0,1.454564504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,5,1,1,0,1,0,1,0,2025,3,4,1,0,0,0,1,0,1.498306326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,5,1,1,0,1,0,0,0,2025,5,4,1,0,0,0,0,0,0.70844853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,4,1,1,1,1,0,1,1,2025,3,5,1,0,0,0,1,0,0.800429245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,5,1,1,0,1,0,1,1,2025,3,4,2,0,0,0,1,0,2.298070427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,5,1,1,0,1,0,1,0,2025,1,4,1,0,0,0,0,0,0.570851062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,5,5,1,0,1,0,1,0,2025,3,4,2,0,0,0,1,0,0.351603221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,4,5,1,0,1,0,1,0,2025,2,5,1,1,0,0,0,0,0.240019702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,5,4,3,1,0,0,0,0,0,2025,4,4,1,0,1,0,0,0,1.558242005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,5,1,1,0,1,0,1,0,2025,3,4,2,1,0,0,0,0,1.532029092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,5,1,0,0,0,0,0,0,2025,4,5,1,0,0,0,0,0,1.00571853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,5,1,0,0,0,0,0,0,2025,1,4,2,0,0,0,0,0,3.123704932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,3,4,3,0,0,0,0,1,0,2025,5,5,1,0,0,0,0,0,1.479400368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,4,3,1,0,1,0,1,0,2025,5,4,2,1,0,0,1,0,2.04565439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,4,1,1,0,1,0,1,0,2025,5,5,1,0,0,0,1,0,0.852916593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,5,4,1,1,0,1,1,1,0,2025,4,5,2,0,0,0,1,0,0.744457409,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,3,4,5,1,1,0,1,0,1,0,2025,4,4,1,0,1,0,1,0,0.704782142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,5,1,1,0,1,0,1,0,2025,4,5,1,1,1,0,0,0,0.426930082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,5,1,1,0,0,0,0,0,2025,5,5,1,1,0,0,0,0,0.680823121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,4,3,1,0,0,0,1,0,2025,4,5,1,0,0,0,0,0,1.197182887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,5,5,1,1,0,1,0,1,0,2025,5,5,1,0,0,0,0,0,0.256754597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,4,3,0,0,NA,0,0,0,2025,5,5,1,0,0,0,0,0,2.202603282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,5,4,3,1,0,0,0,0,0,2025,5,5,1,0,0,0,0,0,1.108385897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,3,4,1,0,0,1,0,0,0,2025,2,5,2,0,0,0,0,0,0.758779313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,4,3,0,0,1,0,0,0,2025,4,4,1,0,1,0,0,0,5.907779685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,5,5,1,1,0,0,0,1,0,2025,5,4,1,0,1,0,0,0,1.079252227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,3,1,0,0,1,0,1,0,2025,5,5,2,0,0,0,0,0,0.760907379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,5,1,0,0,0,0,0,0,2025,5,5,1,0,0,0,0,0,1.208963311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,4,1,1,0,1,0,1,0,2025,5,5,1,0,1,0,1,0,1.487767666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,3,3,0,0,0,0,0,0,2025,5,4,1,0,1,0,1,0,1.015354079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,5,1,0,0,1,0,0,0,2025,5,5,1,0,0,0,0,0,0.345361257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,5,1,0,0,1,0,0,0,2025,4,4,1,0,0,0,0,0,2.401752188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,4,1,1,0,1,0,1,0,2025,4,4,1,1,0,0,0,0,3.030818902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,4,3,5,1,0,1,0,1,0,2025,2,4,1,0,0,0,1,0,0.541182162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,5,1,1,0,1,0,1,0,2025,4,4,2,0,0,0,0,0,1.451687257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,5,5,1,0,0,1,0,1,0,2025,3,4,1,0,1,0,0,0,0.485206205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,5,4,3,1,0,1,0,1,0,2025,5,4,1,0,0,0,1,0,1.854090751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,5,1,0,0,1,0,1,0,2025,4,5,1,0,0,0,0,0,0.368966454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,4,1,1,0,1,0,1,0,2025,4,4,1,0,0,0,NA,0,0.629523236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,5,1,0,0,1,0,1,0,2025,4,4,1,0,0,0,0,0,0.684496527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,3,1,0,0,0,0,0,0,2025,4,4,1,0,0,0,0,0,1.019280112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,5,5,1,1,0,0,0,1,0,2025,4,5,2,0,0,0,0,0,0.645183062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,3,1,0,0,0,0,0,0,2025,5,4,1,0,0,0,0,0,1.730864234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,5,1,0,0,1,0,1,0,2025,2,4,1,0,0,0,0,0,2.534826283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,5,1,0,0,1,0,0,0,2025,2,4,1,0,1,0,1,0,0.805604625,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
1,2,1,5,3,0,0,1,0,0,0,2025,5,5,2,1,0,0,0,0,1.728011229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,5,3,1,0,1,0,1,0,2025,5,5,1,0,0,0,0,0,1.278086585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,5,3,0,0,0,0,1,0,2025,1,4,1,0,0,0,0,0,4.095143938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,5,3,3,1,0,1,0,0,0,2025,4,4,1,0,0,0,1,0,0.876086054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,5,3,1,0,0,0,0,1,0,2025,5,5,1,0,0,0,0,0,0.286089642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,3,1,0,0,1,0,0,0,2025,3,5,1,0,0,0,0,0,0.53387123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,5,3,1,0,1,0,1,0,2025,2,4,1,0,0,0,0,0,1.404700107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,3,5,1,1,0,0,0,1,0,2025,4,4,1,0,1,0,0,0,0.562172903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,5,1,0,0,1,0,0,0,2025,4,5,1,0,0,0,1,0,0.700365668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,4,3,0,0,1,0,0,0,2025,5,5,1,0,0,0,0,0,1.48930426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,4,1,0,0,0,0,0,0,2025,2,4,1,0,0,0,0,0,0.912537891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,3,1,0,0,1,0,1,0,2025,4,4,1,0,0,0,0,0,0.636545987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,3,1,0,0,1,0,1,0,2025,4,5,1,0,0,0,0,0,0.768784653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,3,1,1,0,1,0,1,0,2025,4,5,1,0,0,0,0,0,0.376332537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,5,5,1,0,0,0,0,1,0,2025,5,4,1,0,0,0,0,0,1.949004344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,3,1,4,1,1,0,0,0,0,0,2025,2,5,1,0,0,0,1,0,0.49658532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,4,3,0,0,1,0,1,0,2025,4,4,1,0,0,0,1,0,2.137963432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,5,5,1,1,0,1,1,1,0,2025,5,5,1,0,0,0,0,0,0.402441887,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,5,1,0,0,0,0,0,0,2025,4,4,1,0,0,0,0,0,1.407926349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,5,1,1,0,1,0,1,NA,2025,5,5,1,0,0,0,0,0,0.736056237,NA,0,0,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
1,2,5,3,1,1,0,1,0,1,0,2025,4,5,1,0,0,0,0,0,0.711720356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,5,3,3,0,0,1,0,0,0,2025,5,5,1,0,0,0,1,0,1.118167262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,5,5,5,0,0,0,0,0,0,2025,5,4,1,0,0,0,0,0,0.585583029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,5,4,1,0,0,0,0,1,0,2025,5,4,1,0,0,0,0,0,0.729285394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,1,4,5,1,0,0,0,1,0,2025,2,4,1,98,0,0,0,0,0.765657142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,5,1,1,0,1,0,1,0,2025,4,4,1,0,0,0,1,0,2.750059639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,1,5,1,1,0,1,0,0,0,2025,2,4,1,0,1,0,0,0,0.664306928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,3,5,1,1,0,1,0,1,0,2025,2,4,2,1,1,0,1,0,0.813787818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,3,1,0,0,1,0,1,1,2025,5,4,2,0,0,0,0,0,0.944914057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,5,3,1,0,1,0,0,0,2025,5,4,1,0,0,0,0,0,0.710380895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,5,4,3,1,0,0,0,1,0,2025,5,4,1,0,0,0,0,0,1.99024192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,3,1,1,0,1,0,1,0,2025,3,4,1,0,0,0,0,0,0.440391034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,5,5,1,1,0,1,1,1,0,2025,4,5,1,0,0,0,0,0,0.718981451,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,5,4,3,1,0,0,0,1,0,2025,5,5,1,0,1,0,0,0,1.077194045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,5,5,1,0,0,1,0,1,0,2025,5,4,2,0,0,0,0,0,1.348094992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,3,1,1,0,1,0,1,0,2025,4,5,1,0,0,0,0,0,0.986857623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,5,1,1,0,1,1,1,0,2025,2,4,1,0,0,0,1,0,0.632981479,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,3,5,3,1,0,0,0,1,0,2025,4,4,1,1,0,0,0,0,2.673596665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,5,1,1,0,1,0,0,0,2025,4,4,2,0,1,0,1,0,1.468674075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,3,1,0,0,1,0,0,0,2025,3,5,1,0,0,0,0,0,1.33766062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,5,5,1,1,0,1,0,1,0,2025,5,4,1,0,1,1,0,0,1.949004344,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2,2,5,1,0,0,1,0,1,0,2025,4,5,1,0,0,0,0,0,0.651710864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,2,3,1,0,0,1,0,1,0,2025,4,5,1,1,0,0,0,0,0.667045096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,3,5,1,1,0,1,0,1,0,2025,5,4,1,0,0,0,0,0,0.38691513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,5,3,1,0,1,0,0,0,2025,4,4,1,0,0,0,0,0,1.060536472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,5,1,0,0,1,0,1,0,2025,4,4,1,0,1,0,0,0,0.602401639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,5,5,1,0,0,1,0,0,0,2025,5,4,1,0,0,0,0,0,1.542566015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,3,1,0,0,1,0,0,0,2025,3,4,1,0,0,0,0,0,1.99943232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,3,3,1,0,0,0,1,0,2025,5,5,1,0,0,0,0,0,1.203640359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,4,1,1,0,1,0,1,0,2025,2,5,1,0,0,0,0,0,0.619190667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,3,3,1,0,1,0,1,0,2025,4,4,1,1,1,0,1,0,3.088631892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,3,1,1,0,1,0,1,0,2025,1,4,2,0,0,0,0,0,0.877046164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2,4,1,0,0,1,0,1,0,2025,1,4,1,1,0,0,0,0,1.194675486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,3,5,1,0,0,0,0,1,0,2025,5,5,1,0,0,0,1,0,1.242442164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,3,3,1,0,1,0,0,0,2025,4,4,1,0,0,0,1,0,2.312270728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,3,5,1,0,0,0,0,0,0,2025,5,4,1,0,0,0,0,0,0.595813733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,4,1,1,0,1,0,1,0,2025,4,4,1,0,1,0,1,0,1.323011652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,4,3,0,0,0,0,0,0,2025,5,5,1,0,0,0,0,0,1.404015038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,3,3,1,0,1,0,1,0,2025,5,4,1,0,0,0,1,0,2.416670207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,3,1,1,0,1,0,1,0,2025,5,4,1,0,0,0,0,0,0.586527469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,3,3,1,0,0,1,0,1,0,2025,4,4,1,0,0,0,0,0,1.648752662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,5,3,0,0,0,0,0,0,2025,5,5,2,0,0,0,0,0,2.313236849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,4,3,0,0,0,0,0,0,2025,5,5,1,0,0,0,0,0,1.518783701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,5,1,0,0,1,0,1,0,2025,5,4,1,0,1,1,0,0,0.524747833,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2,3,3,3,1,1,1,0,1,0,2025,1,5,1,1,0,0,0,0,1.455042219,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,4,5,1,0,0,1,1,0,0,2025,4,4,1,0,0,0,0,0,1.23395632,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,5,3,0,0,0,0,0,0,2025,5,4,1,0,0,0,0,0,1.609721627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,5,1,1,0,1,0,1,0,2025,1,4,1,0,0,0,1,0,0.52894708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,5,5,3,0,0,0,0,0,0,2025,1,4,1,0,0,0,0,0,1.553278755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,3,5,1,1,0,1,0,1,0,2025,4,4,1,0,1,0,1,0,0.942411124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,5,3,1,0,0,0,0,0,2025,5,4,2,0,0,0,1,0,1.378048633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,5,5,1,1,0,1,0,1,0,2025,2,5,1,0,0,0,0,0,0.509690789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,3,3,5,0,0,0,0,0,0,2025,4,4,2,0,0,0,0,0,0.48965118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,5,3,1,0,1,0,1,0,2025,5,5,1,0,0,0,0,0,0.606658445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,5,6,3,0,0,1,0,0,0,2025,2,4,2,1,0,0,0,0,2.779853359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,4,6,1,0,0,1,0,0,0,2025,3,5,2,0,0,0,0,0,0.341917598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,5,6,1,1,0,1,0,1,0,2025,5,5,2,0,1,0,1,0,1.224842417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,6,3,0,0,0,0,0,0,2025,5,5,1,0,0,0,0,0,1.534262992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,6,1,0,0,1,0,0,0,2025,1,4,2,0,0,0,0,0,1.420403723,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
2,2,1,6,1,1,0,0,0,1,0,2025,1,4,2,0,1,0,1,0,0.401289029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,2,1,6,1,0,0,0,0,0,0,2025,4,5,2,0,0,0,0,0,1.735804836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,5,6,3,0,0,0,0,0,0,2025,5,4,2,0,0,0,0,0,2.232363564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,1,6,1,0,0,1,0,0,0,2025,4,5,1,0,0,0,0,0,1.242635631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,6,1,0,0,0,0,1,0,2025,3,4,2,0,0,0,0,0,1.092946727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,6,3,1,0,0,0,0,0,2025,2,4,2,0,0,0,0,0,3.55638551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,6,3,1,0,0,0,0,0,2025,5,5,1,0,0,0,0,0,3.261235065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,6,1,0,0,1,0,0,0,2025,5,5,2,0,0,0,0,0,0.296192036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,6,1,0,0,0,0,0,0,2025,4,5,2,0,0,0,0,0,1.407470313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,5,6,1,0,0,0,0,0,0,2025,5,4,1,0,0,0,0,0,2.774956998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,6,1,1,0,1,1,0,0,2025,5,4,2,0,0,0,0,0,0.970853405,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,3,6,1,1,0,1,0,0,0,2025,3,4,2,0,0,0,0,0,1.249388135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,6,3,0,0,0,0,0,0,2025,5,5,1,0,0,0,0,0,1.82187984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,3,6,1,0,0,0,0,0,0,2025,2,5,2,1,0,0,0,0,0.950983024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,6,1,0,0,0,0,0,0,2025,5,5,2,0,0,0,1,0,0.954614398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,1,6,1,1,0,1,0,0,0,2025,5,5,2,0,0,0,0,0,2.812757887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,6,1,1,0,0,0,1,0,2025,4,5,2,1,0,0,0,0,2.62798251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,3,6,1,1,0,1,0,0,0,2025,4,4,1,0,1,0,0,0,0.831619633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2,6,1,0,0,0,0,1,0,2025,4,4,2,0,1,0,0,0,1.859802169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,5,6,1,0,0,1,0,1,0,2025,4,4,2,0,0,0,0,0,0.758418066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,2,5,6,1,1,0,1,0,1,0,2025,2,4,2,0,0,0,0,0,1.833384545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,5,6,1,1,0,NA,0,1,0,2025,3,4,2,0,1,0,1,0,3.919319519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,6,1,1,0,1,0,1,0,2025,4,4,2,1,0,0,0,0,2.520262543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,6,1,1,0,0,0,0,0,2025,4,4,2,0,0,0,0,0,0.565743894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,4,6,3,0,0,0,0,0,0,2025,5,5,2,0,0,0,0,0,1.198302785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,2,6,1,0,0,1,0,1,0,2025,4,4,2,0,0,0,0,0,1.566043178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,6,1,0,0,0,0,0,0,2025,5,5,1,0,0,0,0,0,1.220566003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,5,6,1,1,0,0,0,1,0,2025,2,4,2,0,0,0,0,0,2.580781176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,5,6,1,1,0,0,0,0,0,2025,5,5,2,0,0,0,0,0,1.094250949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,6,1,0,0,0,0,1,0,2025,1,4,2,0,0,0,0,0,0.932466719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,6,1,0,0,1,0,0,0,2025,4,4,2,0,0,0,0,0,1.472325694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,5,6,1,1,0,0,0,0,0,2025,1,4,2,1,0,0,1,0,1.689180542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
